Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2023,December,Baw Baw,2 Community,24 Public Transport,242 Train Station,66
2023,December,Baw Baw,2 Community,24 Public Transport,243 Railway Carpark,28
2023,December,Baw Baw,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2023,December,Baw Baw,2 Community,24 Public Transport,246 Depot/Terminal,1
2023,December,Baw Baw,2 Community,24 Public Transport,249 Taxi,1
2023,December,Baw Baw,2 Community,25 Other Transport,251 Private Car,3
2023,December,Baw Baw,2 Community,25 Other Transport,255 Carpark (Single Level),67
2023,December,Baw Baw,2 Community,25 Other Transport,256 Carpark (Multi Level),3
2023,December,Baw Baw,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2023,December,Baw Baw,2 Community,26 Justice,261 Police Station,34
2023,December,Baw Baw,2 Community,26 Justice,262 Court,4
2023,December,Baw Baw,2 Community,26 Justice,265 Other Justice Facility,1
2023,December,Baw Baw,2 Community,27 Open Space,271 Parkland/Reserve,96
2023,December,Baw Baw,2 Community,27 Open Space,272 Rural,21
2023,December,Baw Baw,2 Community,27 Open Space,273 Vacant Block,3
2023,December,Baw Baw,2 Community,27 Open Space,274 Beach Foreshore,2
2023,December,Baw Baw,2 Community,27 Open Space,275 Other Open Space,11
2023,December,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,587
2023,December,Baw Baw,2 Community,29 Other community location,291 Cemetery,2
2023,December,Baw Baw,2 Community,29 Other community location,292 Civic Centre,7
2023,December,Baw Baw,3 Other,31 Admin/professional,311 Business Office,27
2023,December,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2023,December,Baw Baw,3 Other,32 Financial,321 Bank,7
2023,December,Baw Baw,3 Other,32 Financial,324 Other Financial,1
2023,December,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,9
2023,December,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,8
2023,December,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,75
2023,December,Baw Baw,3 Other,33 Retail,3312 Other Retail,138
2023,December,Baw Baw,3 Other,33 Retail,332 Service Station,125
2023,December,Baw Baw,3 Other,33 Retail,335 Supermarket,86
2023,December,Baw Baw,3 Other,33 Retail,336 Department Store,19
2023,December,Baw Baw,3 Other,33 Retail,337 Shopping Complex,45
2023,December,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,5
2023,December,Baw Baw,3 Other,33 Retail,339 Milkbar,1
2023,December,Baw Baw,3 Other,34 Wholesale,341 Any Wholesale,4
2023,December,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2023,December,Baw Baw,3 Other,36 Manufacturing,361 Factory,9
2023,December,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,10
2023,December,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,27
2023,December,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,5
2023,December,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,69
2023,December,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,43
2023,December,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,9
2023,December,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,19
2023,December,Baw Baw,3 Other,38 Recreational,387 Gym/Fitness,3
2023,December,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),51
2023,December,Baw Baw,3 Other,39 Other location,393 Construction Site,10
2023,December,Baw Baw,3 Other,39 Other location,394 Veterinary Clinic,2
2023,December,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,379
2023,December,Bayside,1 Residential,11 Dwelling - private,112 House,1568
2023,December,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,5
2023,December,Bayside,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2023,December,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,2
2023,December,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,32
2023,December,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2023,December,Bayside,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2023,December,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,9
2023,December,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2023,December,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,45
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,28
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,145
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,79
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,5
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,34
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),24
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,377
2023,December,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,93
2023,December,Bayside,2 Community,21 Education,211 School,61
2023,December,Bayside,2 Community,21 Education,212 School Grounds,37
2023,December,Bayside,2 Community,21 Education,213 Other Educational,7
2023,December,Bayside,2 Community,22 Health,221 Hospital,5
2023,December,Bayside,2 Community,22 Health,222 Medical Centre,6
2023,December,Bayside,2 Community,22 Health,224 Other Health,14
2023,December,Bayside,2 Community,23 Religious,231 Church,4
2023,December,Bayside,2 Community,23 Religious,232 Other religious,1
2023,December,Bayside,2 Community,24 Public Transport,241 Train,4
2023,December,Bayside,2 Community,24 Public Transport,242 Train Station,81
2023,December,Bayside,2 Community,24 Public Transport,243 Railway Carpark,9
2023,December,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,12
2023,December,Bayside,2 Community,24 Public Transport,249 Taxi,2
2023,December,Bayside,2 Community,25 Other Transport,251 Private Car,6
2023,December,Bayside,2 Community,25 Other Transport,253 Boat,4
2023,December,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,1
2023,December,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),85
2023,December,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),9
2023,December,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2023,December,Bayside,2 Community,26 Justice,261 Police Station,12
2023,December,Bayside,2 Community,26 Justice,262 Court,23
2023,December,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,44
2023,December,Bayside,2 Community,27 Open Space,274 Beach Foreshore,34
2023,December,Bayside,2 Community,27 Open Space,275 Other Open Space,9
2023,December,Bayside,2 Community,27 Open Space,276 Beach Car Park,10
2023,December,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1163
2023,December,Bayside,2 Community,29 Other community location,291 Cemetery,12
2023,December,Bayside,2 Community,29 Other community location,292 Civic Centre,5
2023,December,Bayside,2 Community,29 Other community location,294 Car Wash,3
2023,December,Bayside,3 Other,31 Admin/professional,311 Business Office,30
2023,December,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,45
2023,December,Bayside,3 Other,32 Financial,321 Bank,5
2023,December,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,12
2023,December,Bayside,3 Other,33 Retail,3310 24Hr Convenience,25
2023,December,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,64
2023,December,Bayside,3 Other,33 Retail,3312 Other Retail,142
2023,December,Bayside,3 Other,33 Retail,332 Service Station,81
2023,December,Bayside,3 Other,33 Retail,333 Jeweller,1
2023,December,Bayside,3 Other,33 Retail,334 2nd Hand Dealer,1
2023,December,Bayside,3 Other,33 Retail,335 Supermarket,123
2023,December,Bayside,3 Other,33 Retail,336 Department Store,10
2023,December,Bayside,3 Other,33 Retail,337 Shopping Complex,32
2023,December,Bayside,3 Other,33 Retail,338 Car Sales Yard,5
2023,December,Bayside,3 Other,33 Retail,339 Milkbar,5
2023,December,Bayside,3 Other,34 Wholesale,341 Any Wholesale,1
2023,December,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,22
2023,December,Bayside,3 Other,36 Manufacturing,361 Factory,15
2023,December,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,3
2023,December,Bayside,3 Other,38 Recreational,381 Licensed Premises,70
2023,December,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,33
2023,December,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2023,December,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,14
2023,December,Bayside,3 Other,38 Recreational,387 Gym/Fitness,20
2023,December,Bayside,3 Other,39 Other location,391 Massage Parlour/Brothel,2
2023,December,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),43
2023,December,Bayside,3 Other,39 Other location,393 Construction Site,31
2023,December,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,33
2023,December,Benalla,1 Residential,11 Dwelling - private,112 House,488
2023,December,Benalla,1 Residential,11 Dwelling - private,113 Bungalow,1
2023,December,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,6
2023,December,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,6
2023,December,Benalla,1 Residential,11 Dwelling - private,117 Farm House,22
2023,December,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2023,December,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2023,December,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,11
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,14
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,54
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,5
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,35
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2023,December,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,44
2023,December,Benalla,2 Community,21 Education,211 School,12
2023,December,Benalla,2 Community,21 Education,212 School Grounds,10
2023,December,Benalla,2 Community,21 Education,213 Other Educational,5
2023,December,Benalla,2 Community,22 Health,221 Hospital,7
2023,December,Benalla,2 Community,22 Health,222 Medical Centre,3
2023,December,Benalla,2 Community,22 Health,224 Other Health,4
2023,December,Benalla,2 Community,23 Religious,231 Church,6
2023,December,Benalla,2 Community,24 Public Transport,2410 Rail Track,3
2023,December,Benalla,2 Community,24 Public Transport,242 Train Station,5
2023,December,Benalla,2 Community,24 Public Transport,243 Railway Carpark,4
2023,December,Benalla,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2023,December,Benalla,2 Community,24 Public Transport,246 Depot/Terminal,2
2023,December,Benalla,2 Community,24 Public Transport,247 Freight Yard,2
2023,December,Benalla,2 Community,24 Public Transport,249 Taxi,1
2023,December,Benalla,2 Community,25 Other Transport,251 Private Car,3
2023,December,Benalla,2 Community,25 Other Transport,252 Airfield,2
2023,December,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),7
2023,December,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2023,December,Benalla,2 Community,26 Justice,261 Police Station,12
2023,December,Benalla,2 Community,26 Justice,262 Court,34
2023,December,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,18
2023,December,Benalla,2 Community,27 Open Space,272 Rural,5
2023,December,Benalla,2 Community,27 Open Space,273 Vacant Block,1
2023,December,Benalla,2 Community,27 Open Space,275 Other Open Space,6
2023,December,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,244
2023,December,Benalla,2 Community,29 Other community location,292 Civic Centre,5
2023,December,Benalla,2 Community,29 Other community location,294 Car Wash,6
2023,December,Benalla,3 Other,31 Admin/professional,311 Business Office,6
2023,December,Benalla,3 Other,32 Financial,321 Bank,3
2023,December,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,2
2023,December,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,9
2023,December,Benalla,3 Other,33 Retail,3312 Other Retail,43
2023,December,Benalla,3 Other,33 Retail,332 Service Station,22
2023,December,Benalla,3 Other,33 Retail,335 Supermarket,32
2023,December,Benalla,3 Other,33 Retail,336 Department Store,17
2023,December,Benalla,3 Other,33 Retail,337 Shopping Complex,3
2023,December,Benalla,3 Other,33 Retail,338 Car Sales Yard,7
2023,December,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,11
2023,December,Benalla,3 Other,36 Manufacturing,361 Factory,8
2023,December,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,1
2023,December,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,18
2023,December,Benalla,3 Other,37 Agricultural,373 Other Agricultural,24
2023,December,Benalla,3 Other,38 Recreational,381 Licensed Premises,24
2023,December,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,7
2023,December,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,13
2023,December,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),15
2023,December,Benalla,3 Other,39 Other location,393 Construction Site,3
2023,December,Benalla,3 Other,39 Other location,394 Veterinary Clinic,1
2023,December,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,574
2023,December,Boroondara,1 Residential,11 Dwelling - private,112 House,2081
2023,December,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,2
2023,December,Boroondara,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2023,December,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,13
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,27
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,41
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,12
2023,December,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,15
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,17
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,46
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,168
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,70
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,19
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,20
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),31
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,418
2023,December,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,150
2023,December,Boroondara,2 Community,21 Education,211 School,54
2023,December,Boroondara,2 Community,21 Education,212 School Grounds,20
2023,December,Boroondara,2 Community,21 Education,213 Other Educational,19
2023,December,Boroondara,2 Community,22 Health,221 Hospital,13
2023,December,Boroondara,2 Community,22 Health,222 Medical Centre,20
2023,December,Boroondara,2 Community,22 Health,223 Dental,4
2023,December,Boroondara,2 Community,22 Health,224 Other Health,39
2023,December,Boroondara,2 Community,23 Religious,231 Church,10
2023,December,Boroondara,2 Community,24 Public Transport,241 Train,11
2023,December,Boroondara,2 Community,24 Public Transport,242 Train Station,120
2023,December,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,17
2023,December,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,13
2023,December,Boroondara,2 Community,24 Public Transport,249 Taxi,3
